day,flux
2454767.96875,3.1622776601683792e-21
2454768.3903,5.623413251903491e-22
2454768.8,1.778279410038923e-21
2454768.95486,3.1622776601683792e-21
2454769.33,5.623413251903491e-22
2454769.4,1.778279410038923e-21
2454769.4,1e-21
2454769.41319,5.623413251903491e-22
2454769.7,1e-21
2454769.98264,3.1622776601683792e-21
2454770.31,1e-21
2454770.3944,1e-21
2454770.4,1.778279410038923e-21
2454770.4222,1e-21
2454770.55,5.6234132519034906e-21
2454770.6,3.1622776601683793e-22
2454771.31806,1.778279410038923e-21
2454771.3375,5.623413251903491e-22
2454771.3903,5.623413251903491e-22
2454771.416,1e-21
2454771.5715,5.623413251903491e-22
2454771.6563,3.1622776601683792e-21
2454771.90208,5.6234132519034906e-21
2454772.38,1.778279410038923e-21
2454772.72431,1.778279410038923e-21
2454773.06736,3.1622776601683792e-21
2454773.4,5.623413251903491e-22
2454773.4,3.1622776601683793e-23
2454773.90139,1e-20
2454774.3,5.623413251903491e-22
2454774.39,3.1622776601683792e-21
2454774.47,1.7782794100389228e-22
2454775.31944,5.6234132519034906e-21
2454775.633,5.6234132519034906e-21
2454776.33,1.7782794100389228e-20
2454776.34,1e-20
2454776.4,3.162277660168379e-20
2454776.41,1e-19
2454776.42,1e-20
2454776.47569,3.162277660168379e-20
2454776.93819,1.7782794100389228e-20
2454777.6451,5.62341325190349e-20
2454777.66667,1.7782794100389228e-20
2454778.3563,1e-20
2454778.3868,5.62341325190349e-20
2454778.67,1.778279410038923e-18
2454778.92361,1.7782794100389228e-20
2454779.3,5.62341325190349e-20
2454780.0556,5.623413251903491e-19
2454780.2444,5.62341325190349e-20
2454780.3206,3.162277660168379e-20
2454780.32986,1.7782794100389227e-19
2454781.459,1.7782794100389228e-20
2454781.91806,1e-19
2454782.375,1e-20
2454782.90903,3.162277660168379e-19
2454783.92708,1e-17
2454784.49306,3.1622776601683795e-18
2454784.93264,1.7782794100389228e-17
2454784.99514,1.7782794100389228e-17
2454785.0,5.623413251903491e-18
2454785.4924,1.7782794100389228e-16
2454785.881,1.7782794100389228e-17
2454785.92292,3.1622776601683796e-17
2454786.34167,1e-17
2454786.34722,1e-17
2454786.41,1.7782794100389228e-17
2454786.4569,1.7782794100389228e-16
2454786.45833,3.1622776601683796e-17
2454787.2764,1e-17
2454787.29,3.1622776601683795e-18
2454787.3542,1.7782794100389228e-16
2454787.4,3.1622776601683796e-17
2454787.50556,5.623413251903491e-18
2454787.6146,1.7782794100389228e-16
2454787.97222,3.1622776601683793e-16
2454788.0035,1.7782794100389228e-16
2454788.059,1.7782794100389227e-15
2454788.29236,5.62341325190349e-17
2454788.3,5.62341325190349e-17
2454788.32,5.62341325190349e-17
2454788.3203,1.7782794100389228e-16
2454788.33,1.7782794100389228e-16
2454788.3431,1.7782794100389228e-16
2454788.47,3.1622776601683793e-16
2454788.48264,1e-16
2454788.5,1.7782794100389228e-16
2454788.5,5.62341325190349e-17
2454788.5,1e-16
2454788.5625,5.623413251903491e-16
2454789.2375,1.7782794100389228e-16
2454789.3,1.7782794100389228e-16
2454789.36,3.1622776601683796e-17
2454789.4458,1e-16
2454789.5216,1e-15
2454789.54167,3.1622776601683794e-15
2454789.6,1e-15
2454789.8,1e-16
2454789.94306,1.7782794100389228e-16
2454789.94514,3.1622776601683793e-16
2454790.0556,3.1622776601683794e-15
2454790.32639,3.1622776601683793e-16
2454790.38,3.1622776601683796e-17
2454790.55069,1e-14
2454791.2986,1.7782794100389227e-15
2454791.4,1e-14
2454791.5,3.1622776601683796e-14
2454791.7,1e-14
2454792.0,1.7782794100389227e-14
2454792.0486,1e-13
2454792.26389,1.7782794100389227e-14
2454792.3806,3.1622776601683796e-14
2454792.4,1.7782794100389227e-13
2454792.4,3.162277660168379e-13
2454792.4014,1.7782794100389227e-14
2454793.19444,5.6234132519034906e-14
2454793.2,1e-13
2454793.292,1e-16
2454793.3299,1e-14
2454793.34,1.7782794100389227e-14
2454793.44,1.7782794100389227e-14
2454793.6,3.162277660168379e-13
2454793.80417,3.162277660168379e-13
2454794.2,1e-13
2454794.23,3.1622776601683796e-14
2454794.30903,3.162277660168379e-13
2454794.3819,1e-13
2454794.44236,3.162277660168379e-13
2454794.74,5.62341325190349e-13
2454795.334,3.162277660168379e-13
2454795.3722,1e-13
2454795.4,5.62341325190349e-13
2454795.4819,1.7782794100389227e-13
2454795.4861,1e-12
2454795.7111,5.62341325190349e-13
2454796.28,1e-13
2454796.333,1e-15
2454796.3611,3.1622776601683794e-12
2454796.3854,1.7782794100389227e-13
2454796.4,1e-12
2454797.27,5.62341325190349e-13
2454797.27,5.6234132519034904e-12
2454797.32639,1e-12
2454797.52431,3.1622776601683794e-12
2454798.284,1.7782794100389228e-12
2454798.28819,1e-11
2454798.29,1.7782794100389227e-11
2454798.3,1e-11
2454798.36,3.1622776601683794e-12
2454798.37,5.6234132519034904e-12
2454798.4042,1e-12
2454798.44,1.7782794100389227e-11
2454798.5,5.6234132519034904e-12
2454798.52917,3.1622776601683794e-11
2454798.67014,5.6234132519034906e-11
2454798.67292,1e-11
2454799.0625,1e-11
2454799.2389,1e-10
2454799.3,3.1622776601683794e-12
2454799.3167,5.6234132519034904e-12
2454799.36,1e-11
2454799.38056,5.6234132519034906e-11
2454799.5,1.7782794100389228e-12
2454799.55903,1e-10
2454799.5882,5.6234132519034904e-12
2454799.6215,5.6234132519034906e-11
2454799.7118,1e-11
2454799.9965,1.7782794100389227e-11
2454800.01736,5.6234132519034904e-12
2454800.3431,3.1622776601683794e-11
2454800.3889,5.6234132519034906e-11
2454800.4,1e-11
2454800.4,3.1622776601683794e-12
2454800.42847,1e-10
2454800.50903,1e-10
2454800.6111,1.778279410038923e-10
2454800.65625,3.1622776601683794e-11
2454801.0,1e-10
2454801.066,3.1622776601683794e-11
2454801.07639,1e-11
2454801.3,1e-10
2454801.409,1e-11
2454801.97361,1e-11
2454802.23,1e-10
2454802.24,1e-10
2454802.24,1.778279410038923e-10
2454802.2972,1e-10
2454802.38,1.778279410038923e-10
2454802.4,1.778279410038923e-10
2454802.4,3.1622776601683795e-10
2454802.4306,5.6234132519034904e-12
2454802.491,3.1622776601683794e-11
2454802.6,1.778279410038923e-10
2454802.6951,1.7782794100389227e-11
2454802.94097,1e-10
2454803.3465,1e-10
2454803.412,1e-10
2454803.41319,5.623413251903491e-10
2454803.5,1.778279410038923e-10
2454803.56667,5.623413251903491e-10
2454803.89306,3.1622776601683795e-10
2454803.941,3.1622776601683795e-10
2454804.2618,1e-10
2454804.38194,5.623413251903491e-10
2454804.45,3.1622776601683795e-10
2454804.4813,1e-09
2454804.89792,5.623413251903491e-10
2454805.575,1.778279410038923e-10
2454805.7,1e-09
2454806.03542,5.623413251903491e-10
2454806.059,5.623413251903491e-10
2454806.0625,5.623413251903491e-10
2454806.3264,1.778279410038923e-10
2454806.42708,3.1622776601683795e-10
2454806.62569,3.1622776601683795e-10
2454806.63889,1e-09
2454806.90139,3.1622776601683795e-10
2454807.2687,1.778279410038923e-10
2454807.31,1e-09
2454807.31,1.7782794100389228e-09
2454807.3965,5.6234132519034906e-11
2454807.3993,5.623413251903491e-10
2454807.4,3.1622776601683795e-10
2454807.4,5.623413251903491e-10
2454807.4007,1.778279410038923e-10
2454807.441,1e-10
2454807.47,3.1622776601683795e-10
2454808.22,5.623413251903491e-10
2454808.3125,3.1622776601683794e-11
2454808.39,3.1622776601683794e-11
2454808.6,1.778279410038923e-10
2454808.9833,1e-09
2454809.2111,1.7782794100389228e-09
2454809.23,3.1622776601683795e-10
2454809.3,1.7782794100389228e-09
2454809.3701,3.1622776601683795e-10
2454809.38,5.6234132519034906e-11
2454809.38,1.7782794100389228e-09
2454809.4681,3.1622776601683795e-09
2454810.0521,3.1622776601683795e-09
2454810.20486,1.7782794100389228e-09
2454810.25,1.7782794100389228e-09
2454810.25694,3.1622776601683795e-09
2454810.2639,3.1622776601683795e-10
2454810.3,1.778279410038923e-10
2454810.34,5.623413251903491e-10
2454810.36458,3.1622776601683795e-09
2454810.39,3.1622776601683795e-09
2454811.4,5.623413251903491e-10
2454811.4,1e-09
2454811.92708,5.623413251903491e-10
2454812.0382,5.623413251903491e-09
2454812.33194,3.1622776601683795e-09
2454812.6,1e-09
2454812.89931,5.623413251903491e-09
2454813.04375,1.7782794100389228e-08
2454813.2,1e-09
2454813.6424,3.1622776601683795e-09
2454813.89792,1.778279410038923e-10
2454814.0,3.1622776601683795e-09
2454814.20833,5.623413251903491e-09
2454814.2778,3.1622776601683795e-09
2454814.30208,5.623413251903491e-09
2454814.4,1e-09
2454814.8819,3.1622776601683795e-09
2454815.2,1e-09
2454815.2,3.1622776601683795e-09
2454815.4,5.623413251903491e-10
2454815.42,5.623413251903491e-10
2454815.9306,5.623413251903491e-09
2454816.29861,5.623413251903491e-09
2454816.54861,1.7782794100389228e-08
2454816.6111,1e-09
2454817.27,3.1622776601683795e-10
2454818.2528,5.623413251903491e-10
2454818.28,1.7782794100389228e-08
2454818.90139,5.623413251903491e-10
2454818.9569,5.623413251903491e-09
2454819.3,1.778279410038923e-10
2454819.32292,5.623413251903491e-10
2454819.4167,5.623413251903491e-10
2454819.4174,3.1622776601683795e-10
2454819.5,3.1622776601683795e-10
2454819.5,1.7782794100389228e-09
2454820.02778,1.7782794100389228e-08
2454820.2118,1e-09
2454820.229,3.1622776601683795e-10
2454820.3125,3.1622776601683795e-10
2454821.00694,1e-09
2454821.375,1e-09
2454821.4,1e-08
2454821.52778,5.623413251903491e-09
2454821.7,3.1622776601683795e-10
2454821.875,1e-08
2454821.92292,1e-09
2454822.18,3.1622776601683795e-09
2454822.18,5.623413251903491e-09
2454822.19,3.1622776601683795e-10
2454822.2056,3.1622776601683795e-09
2454822.23,1e-08
2454822.24,1.7782794100389228e-09
2454822.26,3.162277660168379e-08
2454822.27,1.7782794100389228e-09
2454822.3,5.623413251903491e-09
2454822.31181,1e-09
2454822.34,3.1622776601683795e-10
2454822.491,1e-08
2454822.5458,1e-09
2454822.6097,5.623413251903491e-09
2454822.92014,5.623413251903491e-10
2454822.9528,5.623413251903491e-10
2454823.2,1.778279410038923e-10
2454823.3,3.1622776601683795e-09
2454823.30556,5.623413251903491e-09
2454823.3646,5.623413251903491e-10
2454823.38,3.1622776601683795e-09
2454823.4,1e-09
2454823.63889,5.623413251903491e-10
2454823.91667,1.778279410038923e-10
2454824.19444,3.1622776601683795e-09
2454824.2,5.623413251903491e-10
2454824.2,1.7782794100389228e-08
2454824.21181,1e-09
2454824.25,1e-08
2454824.2626,5.623413251903491e-09
2454824.2715,1.778279410038923e-10
2454824.28,1.7782794100389228e-09
2454824.3,5.623413251903491e-10
2454824.3,1e-09
2454824.3,1.7782794100389228e-09
2454824.3,1.7782794100389228e-09
2454824.34,1e-09
2454824.3458,1e-09
2454824.90417,1.778279410038923e-10
2454824.91042,1.778279410038923e-10
2454825.32569,1.7782794100389228e-09
2454825.8701,5.623413251903491e-09
2454826.18,5.623413251903491e-10
2454826.2,3.1622776601683795e-09
2454826.25,3.1622776601683795e-10
2454826.27,1e-09
2454826.2715,1e-08
2454826.33,1.7782794100389228e-09
2454826.35556,5.623413251903491e-10
2454826.3667,5.623413251903491e-10
2454826.39,5.623413251903491e-10
2454826.5,1e-09
2454826.5,3.1622776601683795e-09
2454826.53264,1e-09
2454826.5875,1.7782794100389228e-08
2454826.91736,1e-10
2454827.0,1e-09
2454827.02778,1.7782794100389228e-08
2454827.2,1.7782794100389228e-09
2454827.22,1.7782794100389228e-09
2454827.234,1.7782794100389227e-07
2454827.2917,1e-09
2454827.316,3.1622776601683795e-09
2454827.3215,1.7782794100389228e-09
2454827.3243,1.7782794100389228e-09
2454827.3819,3.1622776601683795e-09
2454827.396,5.6234132519034905e-08
2454828.25,3.1622776601683795e-10
2454828.3,3.1622776601683795e-10
2454828.3549,1.7782794100389228e-09
2454828.4,1e-09
2454828.4125,5.623413251903491e-10
2454828.42,5.623413251903491e-10
2454828.52292,5.623413251903491e-10
2454828.60417,3.1622776601683795e-09
2454828.9611,5.623413251903491e-10
2454829.2,1.7782794100389228e-09
2454829.2083,3.1622776601683795e-10
2454829.22,5.623413251903491e-10
2454829.2292,3.1622776601683795e-10
2454829.2382,3.1622776601683795e-10
2454829.3,1e-09
2454829.3,5.623413251903491e-09
2454829.32,3.1622776601683795e-09
2454829.34,3.1622776601683795e-10
2454829.39,5.623413251903491e-10
2454829.5,3.1622776601683795e-10
2454829.5521,1.7782794100389228e-09
2454829.57708,5.623413251903491e-10
2454829.6,5.623413251903491e-10
2454829.875,1e-09
2454830.1875,5.623413251903491e-10
2454830.25,5.6234132519034905e-08
2454830.27639,1.7782794100389228e-09
2454830.28,1e-09
2454830.2938,1.778279410038923e-10
2454830.3216,5.623413251903491e-10
2454830.5,5.623413251903491e-10
2454830.5,3.1622776601683795e-10
2454830.56,3.1622776601683795e-09
2454830.609,1e-09
2454830.625,3.1622776601683795e-10
2454831.25,5.6234132519034905e-08
2454831.28,3.1622776601683795e-10
2454831.2854,1e-10
2454831.3,1e-09
2454831.4132,3.1622776601683795e-10
2454831.5,1e-08
2454831.55,1e-08
2454831.875,5.623413251903491e-10
2454832.19861,1e-08
2454832.2,1.7782794100389228e-09
2454832.2,1.7782794100389228e-09
2454832.21875,1.778279410038923e-10
2454832.3007,5.623413251903491e-10
2454832.30208,3.1622776601683795e-10
2454832.4,1e-10
2454832.51,5.623413251903491e-09
2454832.9514,5.623413251903491e-10
2454833.04931,5.623413251903491e-10
2454833.3333,1e-09
2454833.5,1.7782794100389228e-09
2454833.6,1.7782794100389228e-09
2454833.92014,1.778279410038923e-10
2454834.19,3.1622776601683795e-10
2454834.2,3.1622776601683795e-10
2454834.208,5.6234132519034905e-08
2454834.2301,3.1622776601683795e-10
2454834.2687,3.1622776601683795e-10
2454834.32292,5.623413251903491e-10
2454834.3312,5.623413251903491e-09
2454834.3361,5.623413251903491e-10
2454834.4,1e-09
2454834.4681,5.6234132519034906e-11
2454834.5,1.7782794100389228e-09
2454835.2,1.7782794100389228e-09
2454835.2,5.623413251903491e-10
2454835.2,3.1622776601683795e-10
2454835.2,1.778279410038923e-10
2454835.21,1.7782794100389228e-09
2454835.25,3.1622776601683795e-10
2454835.25625,5.623413251903491e-10
2454835.29,1.778279410038923e-10
2454835.3,5.623413251903491e-10
2454835.3,3.1622776601683795e-10
2454835.3,1e-09
2454835.5,3.1622776601683795e-09
2454835.55556,3.1622776601683795e-10
2454835.9618,5.623413251903491e-10
2454836.2813,1e-09
2454836.28472,3.1622776601683795e-10
2454836.3056,5.623413251903491e-10
2454836.6299,1e-09
2454837.2,3.1622776601683795e-10
2454837.2896,1.7782794100389228e-09
2454837.466,5.623413251903491e-09
2454838.04028,3.1622776601683795e-10
2454838.35,1e-09
2454838.4667,3.1622776601683795e-09
2454839.2,3.1622776601683795e-10
2454839.3542,5.623413251903491e-10
2454840.2,1e-09
2454840.20139,5.623413251903491e-10
2454840.21,1.778279410038923e-10
2454840.21,1e-09
2454840.24,5.623413251903491e-09
2454840.24,1.7782794100389228e-09
2454840.288,3.162277660168379e-08
2454840.3,1e-09
2454840.4,1.7782794100389228e-09
2454840.4,3.1622776601683795e-10
2454841.19,5.623413251903491e-10
2454841.2,5.623413251903491e-10
2454841.2,1.778279410038923e-10
2454841.2,5.623413251903491e-10
2454841.2188,3.1622776601683795e-10
2454841.25,1.778279410038923e-10
2454841.28,1e-09
2454841.28125,3.1622776601683795e-10
2454841.875,1e-09
2454842.2,3.1622776601683795e-10
2454842.2,5.623413251903491e-10
2454842.2438,1.778279410038923e-10
2454842.3,1.7782794100389228e-09
2454844.22222,3.1622776601683795e-10
2454844.2285,1.778279410038923e-10
2454844.2818,1.778279410038923e-10
2454844.9438,3.1622776601683795e-10
2454845.2,1.7782794100389228e-09
2454845.291,1.778279410038923e-10
2454845.3097,1.778279410038923e-10
2454845.316,1e-10
2454845.3382,1e-10
2454845.3431,1.778279410038923e-10
2454845.5,1e-10
2454845.63681,1.778279410038923e-10
2454845.92917,1.778279410038923e-10
2454846.3,1.7782794100389228e-09
2454846.4,3.1622776601683795e-10
2454846.4708,1.7782794100389228e-09
2454846.57639,1.778279410038923e-10
2454846.62847,5.623413251903491e-10
2454847.2813,5.623413251903491e-10
2454847.4854,3.1622776601683794e-11
2454847.55,3.1622776601683794e-11
2454847.6042,1.778279410038923e-10
2454847.9944,1e-09
2454848.24,1e-10
2454848.24,1e-10
2454848.25,1.778279410038923e-10
2454848.3,3.1622776601683795e-10
2454848.31,1e-09
2454848.5,1e-08
2454848.7,1.778279410038923e-10
2454849.0,1.778279410038923e-10
2454849.04306,3.1622776601683795e-09
2454849.2,1.778279410038923e-10
2454849.2569,3.1622776601683794e-11
2454849.95,1e-10
2454850.24,1.778279410038923e-10
2454850.2681,1e-10
2454850.2896,1e-10
2454850.3576,5.623413251903491e-10
2454850.3896,5.6234132519034906e-11
2454850.9556,5.623413251903491e-10
2454851.0764,5.623413251903491e-10
2454851.2,3.1622776601683794e-11
2454851.3,5.623413251903491e-10
2454851.3153,1e-10
2454851.6,1e-10
2454852.19,1e-10
2454852.20417,3.1622776601683795e-10
2454852.3,5.623413251903491e-10
2454852.3257,1.778279410038923e-10
2454852.354,1e-08
2454852.5,3.1622776601683794e-12
2454852.58125,1.778279410038923e-10
2454852.94097,1.778279410038923e-10
2454853.3201,1.7782794100389227e-11
2454853.3437,1e-10
2454853.3718,1.7782794100389227e-11
2454853.4,1e-10
2454853.5,5.623413251903491e-09
2454853.90625,1e-10
2454854.2382,1e-10
2454854.3319,1.778279410038923e-10
2454854.5,5.6234132519034906e-11
2454854.5,1e-11
2454854.6,3.1622776601683794e-11
2454855.0625,1.778279410038923e-10
2454855.3181,1.778279410038923e-10
2454855.3264,3.1622776601683794e-11
2454855.3326,3.1622776601683794e-11
2454855.90694,1e-10
2454856.18,3.1622776601683794e-11
2454856.22,3.1622776601683794e-11
2454856.35,1e-10
2454856.4,1.778279410038923e-10
2454856.5,5.6234132519034906e-11
2454856.9688,1e-10
2454857.2,3.1622776601683794e-11
2454857.2,1.778279410038923e-10
2454857.25,1e-09
2454857.2889,5.6234132519034906e-11
2454857.29861,1.778279410038923e-10
2454857.3,5.6234132519034906e-11
2454857.54444,1.778279410038923e-10
2454858.21,1e-10
2454858.23,1e-10
2454858.23,5.6234132519034906e-11
2454858.23611,5.6234132519034906e-11
2454858.26,1.7782794100389227e-11
2454858.26,1e-10
2454858.3014,3.1622776601683794e-11
2454858.382,5.6234132519034906e-11
2454858.3854,5.6234132519034904e-12
2454859.02292,5.623413251903491e-10
2454859.225,3.1622776601683794e-11
2454859.2639,5.6234132519034906e-11
2454860.9868,1.7782794100389227e-11
2454861.0347,1e-10
2454861.271,5.6234132519034906e-11
2454861.2757,1e-12
2454861.4,5.6234132519034906e-11
2454862.2125,3.1622776601683794e-11
2454862.29167,1e-10
2454863.0729,3.1622776601683794e-11
2454863.60069,3.1622776601683794e-11
2454864.2708,1.7782794100389227e-11
2454864.3653,1.7782794100389228e-12
2454864.4,3.1622776601683794e-11
2454864.5,1.7782794100389227e-11
2454865.05486,1.778279410038923e-10
2454865.2,5.6234132519034904e-12
2454865.40278,5.6234132519034904e-12
2454865.5,1e-11
2454865.50694,1.7782794100389227e-11
2454866.2792,1e-11
2454866.3243,1.7782794100389227e-11
2454866.52083,5.6234132519034906e-11
2454867.0243,1.7782794100389227e-11
2454867.5,1.7782794100389227e-11
2454868.3243,1e-11
2454869.24167,1e-11
2454869.25,1.7782794100389227e-11
2454869.26,1e-11
2454869.2847,1.7782794100389227e-11
2454869.5,3.162277660168379e-13
2454869.55556,5.6234132519034904e-12
2454869.753,1.7782794100389227e-11
2454870.9201,3.1622776601683794e-12
2454871.0174,1.7782794100389227e-11
2454871.2396,5.6234132519034904e-12
2454871.2813,5.6234132519034904e-12
2454872.2403,3.1622776601683794e-12
2454872.9083,1e-11
2454873.3,1.7782794100389228e-12
2454873.3042,5.62341325190349e-13
2454873.3146,3.162277660168379e-13
2454873.9965,1.7782794100389227e-11
2454874.2,5.62341325190349e-13
2454874.24,3.162277660168379e-13
2454874.3,1.7782794100389228e-12
2454874.3,3.162277660168379e-13
2454874.33333,1.7782794100389228e-12
2454875.2396,5.6234132519034904e-12
2454875.3,1e-11
2454875.3125,1e-11
2454875.5,1e-13
2454875.5,1.7782794100389228e-12
2454876.49653,1.7782794100389228e-12
2454876.5,1.7782794100389228e-12
2454876.5,1e-12
2454876.56736,5.6234132519034904e-12
2454876.9132,5.6234132519034904e-12
2454877.292,1e-10
2454877.3021,1e-12
2454877.3125,1e-12
2454878.0382,1.7782794100389227e-11
2454878.23,5.62341325190349e-13
2454878.27,5.62341325190349e-13
2454878.27,3.1622776601683794e-12
2454878.4611,1.7782794100389228e-12
2454878.5785,5.62341325190349e-13
2454878.92014,3.162277660168379e-13
2454879.2632,5.62341325190349e-13
2454879.4,3.1622776601683794e-12
2454879.5,3.1622776601683796e-14
2454879.56736,1.7782794100389228e-12
2454879.97083,1e-11
2454880.2813,3.162277660168379e-13
2454880.3,3.162277660168379e-13
2454880.4,1e-14
2454880.51389,5.62341325190349e-13
2454881.2,1.7782794100389227e-13
2454881.23,3.1622776601683796e-14
2454881.23,1e-13
2454881.25,1e-13
2454881.27,1e-12
2454881.4,1e-12
2454881.93958,1.7782794100389227e-13
2454881.9965,1.7782794100389228e-12
2454882.23264,3.162277660168379e-13
2454882.26,1.7782794100389227e-13
2454882.27,5.62341325190349e-13
2454882.3,3.162277660168379e-13
2454882.33333,5.6234132519034904e-12
2454882.5,1.7782794100389227e-14
2454882.9146,1.7782794100389228e-12
2454883.24931,5.62341325190349e-13
2454883.292,1e-10
2454883.29861,5.62341325190349e-13
2454883.3,3.162277660168379e-13
2454883.4,3.1622776601683796e-14
2454884.23,3.162277660168379e-13
2454884.24,3.162277660168379e-13
2454884.27,1.7782794100389227e-14
2454884.3042,1.7782794100389228e-12
2454884.3132,1e-13
2454884.5,5.6234132519034904e-15
2454884.6,3.162277660168379e-13
2454885.0069,5.62341325190349e-13
2454885.5,3.1622776601683794e-15
2454885.57014,1e-13
2454886.02569,3.1622776601683794e-12
2454886.5,3.162277660168379e-13
2454886.5,1e-15
2454886.54375,1.7782794100389227e-13
2454887.2,3.162277660168379e-13
2454887.24306,1.7782794100389227e-13
2454887.5,5.623413251903491e-16
2454887.5,5.6234132519034906e-14
2454888.23,3.162277660168379e-13
2454888.24,1.7782794100389227e-14
2454889.3125,1.7782794100389227e-13
2454890.29514,1.7782794100389227e-14
2454890.3,3.1622776601683796e-14
2454890.91528,3.162277660168379e-13
2454891.23,5.6234132519034904e-15
2454891.2375,5.6234132519034906e-14
2454891.29,3.1622776601683794e-15
2454891.53194,3.162277660168379e-13
2454891.90069,1e-13
2454892.2986,1.7782794100389227e-14
2454892.3097,1e-13
2454892.3229,3.1622776601683796e-14
2454892.89583,1e-13
2454893.25694,5.6234132519034906e-14
2454893.35417,1e-13
2454894.02986,5.6234132519034906e-14
2454895.51389,1e-13
2454896.059,3.1622776601683796e-14
2454897.5,3.1622776601683794e-15
2454899.24,1.7782794100389227e-15
2454899.24,1.7782794100389227e-14
2454899.271,1.7782794100389228e-12
2454900.2681,3.1622776601683796e-14
2454900.96875,1e-14
2454901.2,1e-14
2454901.271,1e-12
2454901.31597,1.7782794100389227e-14
2454901.3326,5.6234132519034904e-15
2454902.9132,1.7782794100389227e-14
2454903.6,1e-15
2454903.96806,3.1622776601683794e-15
2454904.4,1e-17
2454904.4333,1e-14
2454906.5,1e-15
2454908.4319,3.1622776601683794e-15
2454909.3,3.1622776601683793e-16
2454910.2,1e-15
2454910.33333,5.6234132519034904e-15
2454913.5,5.62341325190349e-17
2454919.4278,1.7782794100389228e-17
2454920.4201,5.62341325190349e-17
2454920.96458,5.62341325190349e-17
2454983.8556,5.623413251903491e-22
2454998.30417,1e-23
2455014.30972,5.623413251903491e-24
2455017.8,1e-23
2455027.8,1.7782794100389228e-23
2455028.29583,5.623413251903491e-24
2455036.9,1e-23
2455038.56,3.1622776601683795e-24
2455040.30556,1e-23
2455040.55,3.1622776601683793e-23
2455042.5764,3.1622776601683793e-23
2455042.5854,1e-23
2455045.56,3.1622776601683795e-24
2455045.591,5.623413251903491e-24
2455048.8354,1.7782794100389228e-23
2455049.6,1.7782794100389228e-23
2455051.6056,3.1622776601683793e-23
2455057.89097,3.1622776601683793e-23
2455059.5,1e-23
2455059.625,3.1622776601683793e-23
2455059.6806,3.1622776601683793e-23
2455059.7993,1e-23
2455060.47,1e-22
2455060.58,1e-23
2455062.51,1e-22
2455062.54583,1.7782794100389228e-23
2455063.5,3.1622776601683793e-23
2455063.5236,5.623413251903491e-24
2455063.54,1.7782794100389228e-23
2455063.55,1e-23
2455063.7,3.1622776601683793e-23
2455063.7,1.7782794100389228e-23
2455064.49,1e-22
2455065.5,3.1622776601683793e-23
2455065.5,3.1622776601683793e-23
2455065.5938,1.7782794100389228e-23
2455065.6,1e-23
2455065.6271,1.7782794100389228e-23
2455065.6375,3.1622776601683793e-23
2455066.6,1.7782794100389228e-23
2455067.58,1.7782794100389228e-23
2455067.6104,1.7782794100389228e-23
2455067.8181,3.1622776601683793e-23
2455067.9,1.7782794100389228e-23
2455068.7757,3.1622776601683793e-22
2455069.604,5.623413251903491e-25
2455070.56,5.623413251903491e-23
2455071.6104,5.623413251903491e-23
2455072.465,1.778279410038923e-24
2455072.54,1.7782794100389228e-22
2455072.5799,3.1622776601683793e-23
2455073.53472,3.1622776601683793e-23
2455073.5854,1.7782794100389228e-23
2455074.5569,1e-23
2455074.6,3.1622776601683793e-23
2455074.6,1.7782794100389228e-23
2455075.6368,1.7782794100389228e-23
2455076.3,1e-22
2455076.58,5.623413251903491e-23
2455077.5,1e-22
2455078.6639,1e-22
2455082.9,5.623413251903491e-23
2455085.5236,5.623413251903491e-23
2455085.67,3.1622776601683793e-23
2455087.5,1.7782794100389228e-22
2455088.7458,1e-21
2455090.6604,1.7782794100389228e-22
2455090.6806,1e-23
2455090.9,1e-22
2455093.4,5.623413251903491e-22
2455093.4375,3.1622776601683793e-23
2455093.58264,5.623413251903491e-23
2455093.6681,1e-22
2455093.7,3.1622776601683793e-23
2455094.4,3.1622776601683793e-22
2455094.41,1e-22
2455094.438,3.1622776601683793e-23
2455094.45139,1e-22
2455094.49,1e-22
2455094.5,3.1622776601683793e-23
2455094.52292,5.623413251903491e-22
2455094.62,1.7782794100389228e-22
2455094.62,1.7782794100389228e-22
2455095.6,3.1622776601683793e-23
2455095.7,1.7782794100389228e-22
2455097.4743,5.623413251903491e-22
2455097.49,1.7782794100389228e-22
2455097.64,5.623413251903491e-23
2455098.4,1e-22
2455098.6014,1e-22
2455098.6424,5.623413251903491e-23
2455098.6917,5.623413251903491e-22
2455099.4,3.1622776601683793e-22
2455099.5313,1.7782794100389228e-22
2455099.65278,1e-21
2455100.37,3.1622776601683792e-21
2455100.4,3.1622776601683793e-22
2455100.44097,3.1622776601683793e-22
2455100.63194,5.623413251903491e-22
2455100.64,1e-21
2455101.4,3.1622776601683793e-22
2455101.4,1e-21
2455101.438,3.1622776601683793e-22
2455101.45,5.623413251903491e-22
2455101.49,5.623413251903491e-22
2455101.6,1e-21
2455101.6,5.623413251903491e-22
2455101.62,1.778279410038923e-21
2455103.46,1.778279410038923e-21
2455103.5,1e-21
2455103.6,1.7782794100389228e-22
2455104.6,5.623413251903491e-23
2455105.60486,1.7782794100389228e-22
2455107.438,1.778279410038923e-21
2455107.55069,1e-20
2455108.54167,1.7782794100389227e-19
2455109.46,3.162277660168379e-20
2455111.5146,3.162277660168379e-19
2455112.8,1.7782794100389227e-19
2455113.4,1.7782794100389227e-19
2455113.409,5.62341325190349e-20
