day,magnitude
264.96939999982715,8.8
264.99789999984205,8.7
265.93471999978647,8.9
266.29999999981374,8.9
266.89999999990687,9.2
268.1999999997206,9.2
275.0360999996774,8.8
278.89999999990687,8.7
280.0,9.0
280.0,9.2
280.7799999997951,9.5
282.89999999990687,9.2
282.9646000000648,9.2
283.0493000000715,9.1
283.79999999981374,9.1
283.83749999990687,9.0
284.839999999851,9.0
284.89999999990687,9.0
284.91735999984667,9.1
285.01943999994546,9.2
285.85000000009313,9.5
285.9199999999255,9.2
285.9583000000566,9.3
286.05629999982193,9.0
286.89999999990687,9.6
286.9096999997273,9.0
287.1059999996796,9.3
288.1999999997206,9.4
288.28679999988526,9.1
288.8900000001304,9.4
289.28542000008747,9.4
289.30278000002727,9.0
289.61879999982193,9.2
289.61879999982193,9.2
289.89999999990687,9.4
290.0,9.3
290.60832999972627,9.2
290.79999999981374,9.1
290.79999999981374,9.3
290.89999999990687,8.8
291.85000000009313,8.9
291.95999999996275,9.4
292.00279999990016,9.2
292.1999999997206,9.3
292.8300000000745,9.4
292.8379999999888,10.0
292.86109999986365,9.2
293.30970000009984,9.4
293.99374999990687,9.5
294.0471999999136,9.2
294.10069999983534,9.2
294.10069999983534,9.3
294.8235999997705,9.1
295.1999999997206,9.6
298.08403000002727,9.6
300.3125,9.0
300.8900000001304,9.3
300.89999999990687,9.3
302.00138999987394,9.5
302.79999999981374,9.7
303.7555999998003,9.0
303.83957999991253,9.1
304.79999999981374,9.4
305.79999999981374,9.4
305.86499999975786,9.0
306.0457999999635,9.5
306.79999999981374,9.7
306.86499999975786,9.0
306.9499999997206,9.2
308.0,9.1
308.29999999981374,9.8
308.73332999972627,9.2
308.79999999981374,9.2
309.09096999978647,9.7
309.86805999977514,9.3
310.6999999997206,9.5
311.174309999682,9.4
311.95999999996275,9.1
312.0,9.5
314.34375,9.2
314.45349999982864,9.5
314.6999999997206,8.8
314.77499999990687,8.9
314.79999999981374,9.9
314.79999999981374,9.8
314.8582999999635,9.4
314.98999999975786,9.1
315.01943999994546,9.5
315.7527799997479,9.1
315.79000000003725,9.3
315.89653000002727,9.6
315.89999999990687,9.2
316.73999999975786,9.6
317.79999999981374,9.9
317.9902999997139,8.8
318.29859999986365,9.7
319.0,9.6
319.0402999999933,9.5
319.8479999997653,9.2
319.9777999999933,9.2
320.1631899997592,9.2
320.79999999981374,9.2
321.15416999999434,9.1
321.49721999978647,9.2
321.9777999999933,9.2
322.0830000001006,9.4
322.1313000000082,9.1
322.31388999987394,9.4
322.79999999981374,9.7
322.79999999981374,9.4
324.0735999997705,9.5
329.1999999997206,9.7
329.77499999990687,9.3
330.3020799998194,9.4
331.7686999998987,9.5
331.77499999990687,9.0
331.9819000000134,9.2
332.79999999981374,9.3
332.82010000012815,9.1
332.83820000011474,9.2
333.60000000009313,9.2
333.6999999997206,9.2
333.7055999999866,9.4
333.70999999996275,9.0
333.78888999996707,9.1
333.82707999972627,9.3
333.82709999987856,9.2
333.8900000001304,9.2
334.01390000013635,9.5
335.0659699998796,8.7
335.1708999997936,9.0
335.79999999981374,8.5
336.01457999972627,9.5
336.73300000000745,8.6
336.8923999997787,9.1
337.79582999972627,9.2
338.0,9.5
338.1451399996877,8.6
338.8410000000149,9.1
339.0,9.0
339.4986000000499,9.1
340.60000000009313,9.2
340.79999999981374,8.7
340.83399999979883,9.1
340.8582999999635,9.1
341.3305999999866,9.3
342.01041999971494,8.8
342.76110999984667,9.1
342.87999999988824,8.9
342.9096999997273,9.0
343.0,9.2
343.73300000000745,8.0
343.7889000000432,8.9
343.83193999994546,9.0
343.8859999999404,9.2
344.4832999999635,9.0
344.7799999997951,9.2
345.1763899996877,8.9
345.1999999997206,9.0
345.64999999990687,9.0
345.8652999997139,9.0
346.7563000000082,9.1
346.80629999982193,9.1
346.8900000001304,9.2
347.7799999997951,9.2
347.8900000001304,9.1
347.89440000010654,9.0
348.0,9.0
348.8111000000499,9.0
349.10000000009313,9.1
349.6999999997206,8.8
349.8235999997705,8.8
349.83190000010654,9.1
349.8410000000149,9.0
350.3638899996877,9.0
350.4660000000149,8.9
350.62917000008747,8.6
350.79999999981374,8.9
351.27570000011474,8.6
355.4103999999352,8.9
355.7402999997139,8.7
355.89999999990687,9.0
356.65689999982715,8.7
356.79999999981374,8.6
357.14930999977514,8.5
357.6825999999419,8.4
358.60000000009313,8.6
358.6919999998063,7.5
358.7819400001317,8.5
359.10832999972627,8.6
359.6381999999285,8.2
359.65689999982715,8.5
359.6999999997206,8.8
359.6999999997206,8.4
360.0,8.0
360.65999999968335,8.7
360.6777999997139,8.6
360.7055999999866,9.0
360.70903000002727,8.8
360.73609999986365,8.6
360.7832999997772,8.2
360.79999999981374,8.9
360.79999999981374,8.8
360.81669999985024,8.7
360.89999999990687,8.7
361.3916699998081,8.5
361.70200000004843,9.0
361.7506999997422,9.0
362.0,8.0
362.0153000000864,8.7
362.5027799997479,8.3
362.6825999999419,8.3
362.79999999981374,8.3
362.89999999990687,8.7
363.0,7.8
363.03750000009313,8.7
363.06667000008747,8.6
363.32013999996707,8.2
363.46939999982715,8.6
363.87429999979213,8.4
364.39999999990687,8.4
364.7339999997057,8.6
365.6999999997206,8.4
365.7284999997355,8.7
366.09375,8.2
366.10000000009313,8.2
366.6132000000216,8.3
366.62999999988824,8.6
366.65999999968335,8.5
367.0,8.6
367.64999999990687,8.2
367.6999999997206,8.3
367.71999999973923,8.2
367.74789999984205,8.2
367.82849999982864,7.9
368.73999999975786,8.1
368.79999999981374,8.3
368.9069400001317,8.5
369.29652999993414,7.4
369.4492999999784,8.3
369.6861000000499,8.2
369.7610999997705,7.9
370.3056000000797,7.1
370.4951399997808,7.7
370.6400000001304,7.5
370.6430999999866,7.9
370.77499999990687,8.2
371.0,8.4
371.6596999997273,7.8
371.76457999972627,7.7
371.79999999981374,7.6
372.6999999997206,7.8
372.7368000000715,7.8
372.7563000000082,7.6
372.7805999997072,7.7
372.8305999999866,8.2
373.10972000006586,7.5
373.4764000000432,7.8
373.6999999997206,7.6
373.7166999997571,7.7
373.7513999999501,7.2
373.79999999981374,7.1
373.79999999981374,7.2
373.8818999999203,7.6
374.67499999981374,7.4
374.8138999999501,7.1
374.8379999999888,8.0
374.90629999991506,7.2
374.96596999978647,7.1
375.4326399997808,7.0
375.60000000009313,7.3
375.69167000008747,7.2
375.88469999982044,7.3
376.10000000009313,7.1
376.39999999990687,7.0
376.4173999996856,7.3
376.60000000009313,7.7
376.61040000012144,7.6
376.8169999998063,6.4
376.9424000000581,6.9
377.6099999998696,6.9
377.7993000000715,7.6
377.8632000000216,7.0
377.89999999990687,7.0
378.62000000011176,6.9
378.6603999999352,6.9
378.73332999972627,6.5
378.7486000000499,6.5
378.7680999999866,6.8
378.79999999981374,6.4
378.82010000012815,6.8
379.60000000009313,6.6
379.63469999982044,6.4
379.6999999997206,6.1
380.0,6.8
380.39443999994546,5.9
380.79999999981374,6.2
381.33193999994546,5.55
381.6082999999635,5.6
382.1999999997206,6.6
382.39999999990687,5.7
382.75829999987036,6.2
382.79999999981374,5.6
382.79999999981374,5.7
382.79999999981374,6.2
383.5896000000648,5.4
383.60832999972627,5.5
383.8027999997139,5.4
384.63959999987856,5.2
384.6721999999136,5.6
384.6777999997139,5.0
385.0,5.4
385.705559999682,5.1
385.81667000008747,5.0
386.58399999979883,5.1
387.65999999968335,4.5
387.6777999997139,5.1
387.68539999984205,4.9
387.68699999991804,4.7
387.95599999977276,4.8
388.2624999997206,4.7
388.5910000000149,5.0
388.64999999990687,4.9
388.6639000000432,4.9
388.69167000008747,4.8
389.7110999999568,4.6
389.75,4.0
389.87082999991253,4.8
389.87361000012606,4.9
389.89999999990687,4.0
390.10000000009313,5.5
390.48818999994546,4.3
390.6048999996856,4.5
390.62919999985024,4.6
390.6535000000149,5.2
390.66809999989346,4.8
390.69510000012815,4.8
390.9506999999285,5.1
391.2469999999739,5.0
391.30420000012964,5.5
391.39999999990687,4.6
391.60000000009313,4.3
391.60000000009313,4.4
391.60000000009313,4.6
391.643059999682,4.6
391.65070000011474,4.5
391.6999999997206,4.3
391.70068999985233,4.7
391.79999999981374,4.6
391.80349999992177,4.8
391.81669999985024,5.0
391.88400000007823,4.6
391.89999999990687,4.3
392.0,5.0
392.2735999999568,4.4
392.60000000009313,4.4
392.67082999972627,4.6
392.6999999997206,4.6
392.6999999997206,4.9
392.71249999990687,5.1
392.7700000000186,4.5
392.79999999981374,4.7
392.87779999990016,4.7
393.60800000000745,5.9
393.643059999682,4.6
393.6777999997139,4.5
393.9207999999635,4.3
393.9604199999012,4.7
394.0,4.4
394.0006900001317,4.3
394.00279999990016,4.5
394.2735999999568,4.2
394.30278000002727,4.15
394.6743000000715,4.5
394.9680999997072,4.6
395.35000000009313,4.0
395.39999999990687,4.1
395.6011000000872,4.4
395.77499999990687,4.7
395.80489999987185,4.2
395.89999999990687,4.5
395.90346999978647,4.4
396.0,4.2
396.60000000009313,4.4
396.6027999999933,4.3
396.60556000005454,4.4
396.6458000000566,4.3
396.6999999997206,4.6
396.7006999999285,4.4
396.89999999990687,4.1
397.0109999999404,4.6
397.6999999997206,4.6
397.70999999996275,4.5
397.7624999997206,4.5
397.86805999977514,4.3
398.0,4.2
398.30624999990687,3.95
398.60800000000745,5.3
398.69579999987036,4.3
398.7299999999814,4.0
398.77149999979883,4.0
398.89509999984875,4.2
399.07360999984667,4.0
399.2680999999866,3.7
399.60000000009313,4.2
399.61109999986365,4.3
399.62220000009984,4.3
399.64999999990687,4.1
399.66809999989346,4.4
399.6707999999635,4.3
399.6999999997206,4.3
399.88260000012815,4.2
400.03888999996707,4.5
400.60000000009313,4.2
400.60000000009313,4.0
400.60000000009313,4.3
400.6721999999136,4.6
400.70349999982864,4.7
400.7228999999352,4.3
400.7368000000715,4.4
400.75419999985024,4.2
400.774299999699,4.2
400.7993000000715,3.9
400.79999999981374,4.1
400.84439999982715,3.6
400.92846999969333,3.9
401.2791999997571,3.6
401.42568999994546,4.0
401.5735999997705,4.0
